global_key,conf_key,year,publisher,title,link
icse,conf/icse/2013twinpeaks,2013,IEEE Computer Society,"2nd International Workshop on the Twin Peaks of Requirements and Architecture, TwinPeaks@ICSE 2013, San Francisco, CA, USA, May 21, 2013",http://www.computer.org/csdl/proceedings/twinpeaks/2013/6439/00/index.html
icse,conf/icse/2013user,2013,IEEE Computer Society,"2nd International Workshop on User Evaluations for Software Engineering Researchers, USER 2013, San Francisco, CA, USA, May 26, 2013",http://www.computer.org/csdl/proceedings/user/2013/6433/00/index.html
icse,conf/icse/2013wetsom,2013,IEEE Computer Society,"4th International Workshop on Emerging Trends in Software Metrics, WETSoM 2013, San Francisco, CA, USA, May 21, 2013",http://www.computer.org/csdl/proceedings/wetsom/2013/6331/00/index.html
icse,conf/icse/2014,2014,ACM,"36th International Conference on Software Engineering, ICSE '14, Hyderabad, India - May 31 - June 07, 2014",http://dl.acm.org/citation.cfm?id=2568225
icse,conf/icse/2014ast,2014,ACM,"9th International Workshop on Automation of Software Test, AST 2014, Hyderabad, India, May 31 - June 1, 2014",http://dl.acm.org/citation.cfm?id=2593501
icse,conf/icse/2014c,2014,ACM,"36th International Conference on Software Engineering, ICSE '14, Companion Proceedings, Hyderabad, India, May 31 - June 07, 2014",http://dl.acm.org/citation.cfm?id=2591062
icse,conf/icse/2014cesi,2014,ACM,"Proceedings of the 2nd International Workshop on Conducting Empirical Studies in Industry, CESI 2014, Hyderabad, India, June 2, 2014",http://dl.acm.org/citation.cfm?id=2593690
icse,conf/icse/2014chase,2014,ACM,"Proceedings of the 7th International Workshop on Cooperative and Human Aspects of Software Engineering, CHASE 2014, Hyderabad, India, June 2-3, 2014",http://dl.acm.org/citation.cfm?id=2593702
icse,conf/icse/2014csise,2014,ACM,"Proceedings of the 1st International Workshop on CrowdSourcing in Software Engineering, CSI-SE 2014, Hyderabad, India, June 2, 2014",http://dl.acm.org/citation.cfm?id=2593728
icse,conf/icse/2014cstva,2014,ACM,"Proceedings of the 6th International Workshop on Constraints in Software Testing, Verification, and Analysis, CSTVA 2014, Hyderabad, India, May 31, 2014",http://dl.acm.org/citation.cfm?id=2593735
icse,conf/icse/2014formalise,2014,ACM,"Proceedings of the 2nd FME Workshop on Formal Methods in Software Engineering, FormaliSE 2014, Hyderabad, India, June 3, 2014",http://dl.acm.org/citation.cfm?id=2593489
icse,conf/icse/2014fose,2014,ACM,"Proceedings of the on Future of Software Engineering, FOSE 2014, Hyderabad, India, May 31 - June 7, 2014",http://dl.acm.org/citation.cfm?id=2593882
icse,conf/icse/2014greens,2014,ACM,"Proceedings of the 3rd International Workshop on Green and Sustainable Software, GREENS 2014, Hyderabad, India, June 1, 2014",http://dl.acm.org/citation.cfm?id=2593743
icse,conf/icse/2014gtse,2014,ACM,"Proceedings of the 3rd SEMAT Workshop on General Theories of Software Engineering, GTSE 2014, Hyderabad, India, June 2, 2014",http://dl.acm.org/citation.cfm?id=2593752
icse,conf/icse/2014iwp,2014,ACM,"Proceedings of the 1st International Workshop on Inclusive Web Programming - Programming on the Web with Open Data for Societal Applications, IWP 2014, Hyderabad, India, June 1, 2014",http://dl.acm.org/citation.cfm?id=2593761
icse,conf/icse/2014mise,2014,ACM,"6th International Workshop on Modeling in Software Engineering, MiSE 2014, Hyderabad, India, June 2-3, 2014",http://dl.acm.org/citation.cfm?id=2593770
icse,conf/icse/2014mobilesoft,2014,ACM,"Proceedings of the 1st International Conference on Mobile Software Engineering and Systems, MOBILESoft 2014, Hyderabad, India, June 2-3, 2014",http://dl.acm.org/citation.cfm?id=2593902
icse,conf/icse/2014mosemina,2014,ACM,"1st International Workshop on Modern Software Engineering Methods for Industrial Automation, MoSEMInA 2014, Hyderabad, India, May 31, 2014",http://dl.acm.org/citation.cfm?id=2593783
icse,conf/icse/2014pesos,2014,ACM,"Proceedings of the 6th International Workshop on Principles of Engineering Service-Oriented and Cloud Systems, PESOS 2014, Hyderabad, India, May 31, 2014",http://dl.acm.org/citation.cfm?id=2593793
icse,conf/icse/2014raise,2014,ACM,"3rd International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering, RAISE 2014, Hyderabad, India, June 3, 2014",http://dl.acm.org/citation.cfm?id=2593801
icse,conf/icse/2014rocse,2014,ACM,"1st International Workshop on Rapid Continuous Software Engineering, RCoSE 2014, Hyderabad, India, June 3, 2014",http://dl.acm.org/citation.cfm?id=2593812
icse,conf/icse/2014rsse,2014,ACM,"Proceedings of the 4th International Workshop on Recommendation Systems for Software Engineering, RSSE 2014, Hyderabad, India, June 3, 2014",http://doi.acm.org/10.1145/2593822
icse,conf/icse/2014sbst,2014,ACM,"7th International Workshop on Search-Based Software Testing, SBST 2014, Hyderabad, India, June 2, 2014",http://dl.acm.org/citation.cfm?id=2593833
icse,conf/icse/2014se4sg,2014,ACM,"3rd International Workshop on Software Engineering Challenges for the Smart Grid, SE4SG 2014, Hyderabad, India, June 1, 2014",http://dl.acm.org/citation.cfm?id=2593845
icse,conf/icse/2014seams,2014,ACM,"9th International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2014, Proceedings, Hyderabad, India, June 2-3, 2014",http://dl.acm.org/citation.cfm?id=2593929
icse,conf/icse/2014serips,2014,ACM,"1st International Workshop on Software Engineering Research and Industrial Practices, SER&IPs 2014, Hyderabad, India, June 1, 2014",http://dl.acm.org/citation.cfm?id=2593850
icse,conf/icse/2014twinpeaks,2014,ACM,"Proceedings of the 4th International Workshop on Twin Peaks of Requirements and Architecture, TwinPeaks 2014, Hyderabad, India, June 1, 2014",http://dl.acm.org/citation.cfm?id=2593861
icse,conf/icse/2014wetsom,2014,ACM,"Proceedings of the 5th International Workshop on Emerging Trends in Software Metrics, WETSoM 2014, Hyderabad, India, June 3, 2014",http://dl.acm.org/citation.cfm?id=2593868
icse,conf/icse/2015-1,2015,IEEE Computer Society,"37th IEEE/ACM International Conference on Software Engineering, ICSE 2015, Florence, Italy, May 16-24, 2015, Volume 1",http://dl.acm.org/citation.cfm?id=2818754
icse,conf/icse/2015-2,2015,IEEE Computer Society,"37th IEEE/ACM International Conference on Software Engineering, ICSE 2015, Florence, Italy, May 16-24, 2015, Volume 2",http://dl.acm.org/citation.cfm?id=2819009
icse,conf/icse/2015ast,2015,IEEE Computer Society,"10th IEEE/ACM International Workshop on Automation of Software Test, AST 2015, Florence, Italy, May 23-24, 2015",http://dl.acm.org/citation.cfm?id=2819261
icse,conf/icse/2015bigdse,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on Big Data Software Engineering, BIGDSE 2015, Florence, Italy, May 23, 2015",http://dl.acm.org/citation.cfm?id=2819289
icse,conf/icse/2015cesi,2015,IEEE Computer Society,"3rd IEEE/ACM International Workshop on Conducting Empirical Studies in Industry, CESI 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2819303
icse,conf/icse/2015chase,2015,IEEE Computer Society,"8th IEEE/ACM International Workshop on Cooperative and Human Aspects of Software Engineering, CHASE 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2819321
icse,conf/icse/2015coufless,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on Complex Faults and Failures in Large Software Systems, COUFLESS 2015, Florence, Italy, May 23, 2015",http://dl.acm.org/citation.cfm?id=2819419
icse,conf/icse/2015csd,2015,IEEE Computer Society,"2nd IEEE/ACM International Workshop on Context for Software Development, CSD 2015, Florence, Italy, May 19, 2015",http://dl.acm.org/citation.cfm?id=2819366
icse,conf/icse/2015csise,2015,IEEE Computer Society,"2nd IEEE/ACM International Workshop on CrowdSourcing in Software Engineering, CSI-SE 2015, Florence, Italy, May 19, 2015",http://dl.acm.org/citation.cfm?id=2820116
icse,conf/icse/2015formalise,2015,IEEE Computer Society,"3rd IEEE/ACM FME Workshop on Formal Methods in Software Engineering, FormaliSE 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2820126
icse,conf/icse/2015gas,2015,IEEE Computer Society,"4th IEEE/ACM International Workshop on Games and Software Engineering, GAS 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2820144
icse,conf/icse/2015gtse,2015,IEEE Computer Society,"IEEE/ACM 4th SEMAT Workshop on a General Theory of Software Engineering, GTSE 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2820167
icse,conf/icse/2015mise,2015,IEEE Computer Society,"7th IEEE/ACM International Workshop on Modeling in Software Engineering, MiSE 2015, Florence, Italy, May 16-17, 2015",http://dl.acm.org/citation.cfm?id=2820489
icse,conf/icse/2015mobilesoft,2015,IEEE Computer Society,"2nd ACM International Conference on Mobile Software Engineering and Systems, MOBILESoft 2015, Florence, Italy, May 16-17, 2015",http://dl.acm.org/citation.cfm?id=2825041
icse,conf/icse/2015pesos,2015,IEEE Computer Society,"7th IEEE/ACM International Workshop on Principles of Engineering Service-Oriented and Cloud Systems, PESOS 2015, Florence, Italy, May 23, 2015",http://dl.acm.org/citation.cfm?id=2820508
icse,conf/icse/2015please,2015,IEEE Computer Society,"5th IEEE/ACM International Workshop on Product Line Approaches in Software Engineering, PLEASE 2015, Florence, Italy, May 19, 2015",http://dl.acm.org/citation.cfm?id=2820656
icse,conf/icse/2015raise,2015,IEEE Computer Society,"4th IEEE/ACM International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering, RAISE 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2820668
icse,conf/icse/2015rcose,2015,IEEE Computer Society,"2nd IEEE/ACM International Workshop on Rapid Continuous Software Engineering, RCoSE 2015, Florence, Italy, May 23, 2015",http://dl.acm.org/citation.cfm?id=2820678
icse,conf/icse/2015releng,2015,IEEE Computer Society,"3rd IEEE/ACM International Workshop on Release Engineering, RELENG 2015, Florence, Italy, May 19, 2015",http://dl.acm.org/citation.cfm?id=2820690
icse,conf/icse/2015ret,2015,IEEE Computer Society,"2nd IEEE/ACM International Workshop on Requirements Engineering and Testing, RET 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2820704
icse,conf/icse/2015sam,2015,IEEE Computer Society,"2nd IEEE/ACM International Workshop on Software Architecture and Metrics, SAM 2015, Florence, Italy, May 16, 2015",http://dl.acm.org/citation.cfm?id=2821327
icse,conf/icse/2015sbst,2015,IEEE Computer Society,"8th IEEE/ACM International Workshop on Search-Based Software Testing, SBST 2015, Florence, Italy, May 18-19, 2015",http://dl.acm.org/citation.cfm?id=2821339
icse,conf/icse/2015se4hpcs,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on Software Engineering for High Performance Computing in Science, SE4HPCS 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2821003
icse,conf/icse/2015seams,2015,IEEE Computer Society,"10th IEEE/ACM International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS 2015, Florence, Italy, May 18-19, 2015",http://dl.acm.org/citation.cfm?id=2821357
icse,conf/icse/2015sems,2015,CEUR-WS.org,"Proceedings of the Second Workshop on Software Engineering Methods in Spreadsheets co-located with the 37th International Conference on Software Engineering (ICSE 2015) , Florence, Italy, May 18, 2015.",http://nbn-resolving.de/urn:nbn:de:0074-1355-4
icse,conf/icse/2015serip,2015,IEEE,"2nd IEEE/ACM International Workshop on Software Engineering Research and Industrial Practice, SER&IP 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821387
icse,conf/icse/2015sescps,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on Software Engineering for Smart Cyber-Physical Systems, SEsCPS 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821404
icse,conf/icse/2015sesos,2015,IEEE Computer Society,"3rd IEEE/ACM International Workshop on Software Engineering for Systems-of-Systems, SESoS 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821418
icse,conf/icse/2015spro,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on Software Protection, SPRO 2015, Florence, Italy, May 19, 2015",http://dl.acm.org/citation.cfm?id=2821429
icse,conf/icse/2015sst,2015,IEEE Computer Society,"8th IEEE/ACM International Symposium on Software and Systems Traceability, SST 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821445
icse,conf/icse/2015telerise,2015,IEEE Computer Society,"1st IEEE/ACM International Workshop on TEchnical and LEgal aspects of data pRIvacy and SEcurity, TELERISE 2015, Florence, Italy, May 18, 2015",http://dl.acm.org/citation.cfm?id=2821464
icse,conf/icse/2015twinpeaks,2015,IEEE Computer Society,"5th IEEE/ACM International Workshop on the Twin Peaks of Requirements and Architecture, TwinPeaks 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821481
icse,conf/icse/2015wetsom,2015,IEEE Copmuter Society,"6th IEEE/ACM International Workshop on Emerging Trends in Software Metrics, WETSoM 2015, Florence, Italy, May 17, 2015",http://dl.acm.org/citation.cfm?id=2821491
icse,conf/icse/2016,2016,ACM,"Proceedings of the 38th International Conference on Software Engineering, ICSE 2016, Austin, TX, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2884781
icse,conf/icse/2016ast,2016,ACM,"Proceedings of the 11th International Workshop on Automation of Software Test, AST@ICSE 2016, Austin, Texas, USA, May 14-15, 2016",http://doi.acm.org/10.1145/2896921
icse,conf/icse/2016bigdse,2016,ACM,"Proceedings of the 2nd International Workshop on BIG Data Software Engineering, BIGDSE@ICSE 2016, Austin, Texas, USA, May 16, 2016",http://doi.acm.org/10.1145/2896825
icse,conf/icse/2016bridge,2016,ACM,"Proceedings of the 1st International Workshop on Bringing Architectural Design Thinking into Developers' Daily Activities, BRIDGE@ICSE 2016, Austin, Texas, USA, May 17, 2016",http://doi.acm.org/10.1145/2896935
icse,conf/icse/2016c,2016,ACM,"Proceedings of the 38th International Conference on Software Engineering, ICSE 2016, Austin, TX, USA, May 14-22, 2016 - Companion Volume",http://dl.acm.org/citation.cfm?id=2889160
icse,conf/icse/2016cesi,2016,ACM,"Proceedings of the 4th International Workshop on Conducting Empirical Studies in Industry, CESI@ICSE 2016, Austin, Texas, USA, May 17, 2016",http://doi.acm.org/10.1145/2896839
icse,conf/icse/2016chase,2016,ACM,"Proceedings of the 9th International Workshop on Cooperative and Human Aspects of Software Engineering, CHASE@ICSE 2016, Austin, Texas, USA, May 16, 2016",http://doi.acm.org/10.1145/2897586
icse,conf/icse/2016csed,2016,ACM,"Proceedings of the International Workshop on Continuous Software Evolution and Delivery, CSED@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2896941
icse,conf/icse/2016csise,2016,ACM,"Proceedings of the 3rd International Workshop on CrowdSourcing in Software Engineering, CSI-SE@ICSE 2016, Austin, Texas, USA, May 16, 2016",http://doi.acm.org/10.1145/2897659
icse,conf/icse/2016formalise,2016,ACM,"Proceedings of the 4th FME Workshop on Formal Methods in Software Engineering, FormaliSE@ICSE 2016, Austin, Texas, USA, May 15, 2016",http://doi.acm.org/10.1145/2897667
icse,conf/icse/2016gas,2016,ACM,"Proceedings of the 5th International Workshop on Games and Software Engineering, GAS@ICSE 2016, Austin, Texas, USA, May 16, 2016",http://doi.acm.org/10.1145/2896958
icse,conf/icse/2016met,2016,ACM,"Proceedings of the 1st International Workshop on Metamorphic Testing, MET@ICSE 2016, Austin, Texas, USA, May 16, 2016",http://doi.acm.org/10.1145/2896971
icse,conf/icse/2016mise,2016,ACM,"Proceedings of the 8th International Workshop on Modeling in Software Engineering, MiSE@ICSE 2016, Austin, Texas, USA, May 16-17, 2016",http://doi.acm.org/10.1145/2896982
icse,conf/icse/2016mobilesoft,2016,ACM,"Proceedings of the International Conference on Mobile Software Engineering and Systems, MOBILESoft '16, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897073
icse,conf/icse/2016raise,2016,ACM,"Proceedings of the 5th International Workshop on Realizing Artificial Intelligence Synergies in Software Engineering, RAISE@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2896995
icse,conf/icse/2016sbst,2016,ACM,"Proceedings of the 9th International Workshop on Search-Based Software Testing, SBST@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897010
icse,conf/icse/2016se4science,2016,ACM,"Proceedings of the International Workshop on Software Engineering for Science, SE4Science@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897676
icse,conf/icse/2016seams,2016,ACM,"Proceedings of the 11th International Symposium on Software Engineering for Adaptive and Self-Managing Systems, SEAMS@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897053
icse,conf/icse/2016sehs,2016,ACM,"Proceedings of the International Workshop on Software Engineering in Healthcare Systems, SEHS@ICSE 16, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897683
icse,conf/icse/2016semotion,2016,ACM,"Proceedings of the 1st International Workshop on Emotion Awareness in Software Engineering, SEmotion@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897000
icse,conf/icse/2016serip,2016,ACM,"Proceedings of the 3rd International Workshop on Software Engineering Research and Industrial Practice, SER&IP@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897022
icse,conf/icse/2016sescps,2016,ACM,"Proceedings of the 2nd International Workshop on Software Engineering for Smart Cyber-Physical Systems, SEsCPS@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897035
icse,conf/icse/2016sesos,2016,ACM,"Proceedings of the 4th International Workshop on Software Engineering for Systems-of-Systems, SESoS@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897829
icse,conf/icse/2016tose,2016,ACM,"Proceedings of the 5th International Workshop on Theory-Oriented Software Engineering, TOSE@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897134
icse,conf/icse/2016vace,2016,ACM,"Proceedings of the 1st International Workshop on Variability and Complexity in Software Design, VACE@ICSE 2016, Austin, Texas, USA, May 14-22, 2016",http://doi.acm.org/10.1145/2897045
icse,conf/icse/2016wetsom,2016,ACM,"Proceedings of the 7th International Workshop on Emerging Trends in Software Metrics, WETSoM@ICSE 2016, Austin, TX, USA, May 14, 2016",http://doi.acm.org/10.1145/2897695
cikm,conf/cikm/2000,2000,ACM,"Proceedings of the 2000 ACM CIKM International Conference on Information and Knowledge Management, McLean, VA, USA, November 6-11, 2000",\N
cikm,conf/cikm/2001,2001,ACM,"Proceedings of the 2001 ACM CIKM International Conference on Information and Knowledge Management, Atlanta, Georgia, USA, November 5-10, 2001",\N
cikm,conf/cikm/2002,2002,ACM,"Proceedings of the 2002 ACM CIKM International Conference on Information and Knowledge Management, McLean, VA, USA, November 4-9, 2002",\N
cikm,conf/cikm/2003,2003,ACM,"Proceedings of the 2003 ACM CIKM International Conference on Information and Knowledge Management, New Orleans, Louisiana, USA, November 2-8, 2003",\N
cikm,conf/cikm/2004,2004,ACM,"Proceedings of the 2004 ACM CIKM International Conference on Information and Knowledge Management, Washington, DC, USA, November 8-13, 2004",\N
cikm,conf/cikm/2005,2005,ACM,"Proceedings of the 2005 ACM CIKM International Conference on Information and Knowledge Management, Bremen, Germany, October 31 - November 5, 2005",\N
cikm,conf/cikm/2005kras,2005,ACM,"Proceedings of the 2005 ACM Workshop on Research in Knowledge Representation for Autonomous Systems, KRAS 2005, Bremen, Germany, November 4, 2005, 2005",\N
cikm,conf/cikm/2006,2006,ACM,"Proceedings of the 2006 ACM CIKM International Conference on Information and Knowledge Management, Arlington, Virginia, USA, November 6-11, 2006",\N
cikm,conf/cikm/2007,2007,ACM,"Proceedings of the Sixteenth ACM Conference on Information and Knowledge Management, CIKM 2007, Lisbon, Portugal, November 6-10, 2007",\N
cikm,conf/cikm/2007cims,2007,ACM,"Proceedings of the First Workshop on CyberInfrastructure: Information Management in eScience, CIMS 2007, Sixteenth ACM Conference on Information and Knowledge Management, CIKM 2007, Lisbon, Portugal, November 9, 2007",\N
cikm,conf/cikm/2007pikm,2007,ACM,"Proceedings of the First Ph.D. Workshop in CIKM, PIKM 2007, Sixteenth ACM Conference on Information and Knowledge Management, CIKM 2007, Lisbon, Portugal, November 9, 2007",\N
cikm,conf/cikm/2008,2008,ACM,"Proceedings of the 17th ACM Conference on Information and Knowledge Management, CIKM 2008, Napa Valley, California, USA, October 26-30, 2008",\N
cikm,conf/cikm/2008books,2008,ACM,"Proceedings of the 2008 ACM Workshop on Research Advances in Large Digital Book Repositories, BooksOnline 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008dtmbio,2008,ACM,"Proceeding of the 2nd International Workshop on Data and Text Mining in Bioinformatics, DTMBIO 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008inews,2008,ACM,"Proceeding of the 2nd ACM workshop on Improving Non English Web Searching, iNEWS 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008lsdsir,2008,ACM,"Proceeding of the 2008 ACM Workshop on Large-Scale Distributed Systems for Information Retrieval, LSDS-IR 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008onisw,2008,ACM,"Proceedings of the 2nd International Workshop on Ontologies and Information Systems for the Semantic Web, ONISW 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008pair,2008,ACM,"Proceedings of the 1st ACM workshop on Patent Information Retrieval, PaIR 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008pikm,2008,ACM,"Proceedings of the Second Ph.D. Workshop in CIKM, PIKM 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008ssm,2008,ACM,"Proceeding of the 2008 ACM Workshop on Search in Social Media, SSM 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2008wicow,2008,ACM,"Proceedings of the 2nd ACM Workshop on Information Credibility on the Web, WICOW 2008, Napa Valley, California, USA, October 30, 2008",\N
cikm,conf/cikm/2009,2009,ACM,"Proceedings of the 18th ACM Conference on Information and Knowledge Management, CIKM 2009, Hong Kong, China, November 2-6, 2009",\N
cikm,conf/cikm/2009clouddb,2009,ACM,"Proceedings of the First International CIKM Workshop on Cloud Data Management, CloudDb 2009, Hong Kong, China, November 2, 2009",\N
cikm,conf/cikm/2009cnikm,2009,ACM,"Proceeding of the ACM First International Workshop on Complex Networks Meet Information & Knowledge Management, CIKM-CNIKM 2009, Hong Kong, China, November 6, 2009",\N
cikm,conf/cikm/2009dsmm,2009,ACM,"Proceeding of the ACM First International Workshop on Data-Intensive Software Management and Mining, CIKM-DSMM 2009, Hong Kong, China, November 6, 2009",\N
cikm,conf/cikm/2009dtmbio,2009,ACM,"Proceeding of the 3rd International Workshop on Data and Text Mining in Bioinformatics, DTMBIO 2009, Hong Kong, China, November 6, 2009",\N
cikm,conf/cikm/2009pavlad,2009,ACM,"Proceeding of the ACM First International Workshop on Privacy and Anonymity for Very Large Databases, CIKM-PAVLAD 2009, Hong Kong, China, November 6, 2009",\N
cikm,conf/cikm/2009swsm,2009,ACM,"Proceedings of the 2nd ACM Workshop on Social Web Search and Mining, CIKM-SWSM 2009, Hong Kong, China, November 2, 2009",\N
cikm,conf/cikm/2010,2010,ACM,"Proceedings of the 19th ACM Conference on Information and Knowledge Management, CIKM 2010, Toronto, Ontario, Canada, October 26-30, 2010",\N
cikm,conf/cikm/2010books,2010,ACM,"Proceedings of the 2010 ACM Workshop on Research Advances in Large Digital Book Repositories and Complementary Media, BooksOnline 2010, Toronto , ON, Canada - October 26, 2010",\N
cikm,conf/cikm/2010clouddb,2010,ACM,"Proceedings of the Second International CIKM Workshop on Cloud Data Management, CloudDb 2010, Toronto, Ontario, Canada, October 30, 2010",\N
cikm,conf/cikm/2010esair,2010,ACM,"Proceedings of the third workshop on Exploiting Semantic Annotations in Information Retrieval, ESAIR 2010, Toronto, Ontario, Canada, October 30, 2010",\N
cikm,conf/cikm/2010pikm,2010,ACM,"Proceedings of the Third Ph.D. Workshop on Information and Knowledge Management, PIKM 2010, Toronto, Ontario, Canada, October 30, 2010",\N
cikm,conf/cikm/2011,2011,ACM,"Proceedings of the 20th ACM Conference on Information and Knowledge Management, CIKM 2011, Glasgow, United Kingdom, October 24-28, 2011",\N
cikm,conf/cikm/2011books,2011,ACM,"Proceedings of the 4th ACM Workshop on Online books, complementary social media and crowdsourcing, BooksOnline 2011, Glasgow, United Kingdom, October 24, 2011",\N
cikm,conf/cikm/2011esair,2011,ACM,"Proceedings of the fourth workshop on Exploiting Semantic Annotations in Information Retrieval, ESAIR 2011, Glasgow, United Kingdom, October 28, 2011",http://dl.acm.org/citation.cfm?id=2064713
cikm,conf/cikm/2011pikm,2011,ACM,"Proceedings of the 4th workshop on Workshop for Ph.D. students in information & knowledge management, IPKM 2011, Glasgow, United Kingdom, October 24-28, 2011",http://dl.acm.org/citation.cfm?id=2065003
cikm,conf/cikm/2011smuc,2011,ACM,"Proceedings of the 3rd International CIKM Workshop on Search and Mining User-Generated Contents, SMUC 2011, Glasgow, United Kingdom, October 28, 2011",\N
cikm,conf/cikm/2012,2012,ACM,"21st ACM International Conference on Information and Knowledge Management, CIKM'12, Maui, HI, USA, October 29 - November 02, 2012",http://dl.acm.org/citation.cfm?id=2396761
cikm,conf/cikm/2012clouddb,2012,ACM,"Proceedings of the Fourth International Workshop on Cloud Data Management, CloudDB 2012, Maui, HI, USA, October 29, 2012",http://dl.acm.org/citation.cfm?id=2390021
cikm,conf/cikm/2012dubmmsm,2012,ACM,"Proceedings of the 2012 workshop on Data-driven User Behavioral Modelling and Mining from Social Media, DUBMMSM 2012, October 29, 2012, Maui, Hawaii, USA",http://dl.acm.org/citation.cfm?id=2390131
cikm,conf/cikm/2012esair,2012,ACM,"Proceedings of the Fifth workshop on Exploiting Semantic Annotations in Information Retrieval, ESAIR 2012, Maui, HI, USA, October 28, 2012",http://dl.acm.org/citation.cfm?id=2390148
cikm,conf/cikm/2012mixhs,2012,ACM,"Proceedings of the 2nd International Workshop on Managing Interoperability and compleXity in Health Systems, MIX-HS, Maui, HI, USA, October 29, 2012",http://dl.acm.org/citation.cfm?id=2389672
cikm,conf/cikm/2012pikm,2012,ACM,"Proceedings of the 5th Ph.D. Workshop on Information and Knowledge Management, PIKM 2012, Maui, HI, USA, November 2, 2012",http://dl.acm.org/citation.cfm?id=2389686
cikm,conf/cikm/2012plead,2012,ACM,"Proceedings of the first edition workshop on Politics, elections and data, PLEAD@CIKM 2012, Maui, HI, USA, November 2, 2012",http://doi.acm.org/10.1145/2389661
cikm,conf/cikm/2012shb,2012,ACM,"Proceedings of the 2012 International Workshop on Smart Health and Wellbeing, SHB 2012, October 29, 2012, Maui, HI, USA",http://dl.acm.org/citation.cfm?id=2389707
cikm,conf/cikm/2012webkr,2012,ACM,"Proceedings of the 2012 international workshop on Web-scale knowledge representation, retrieval and reasoning, Web-KR@CIKM 2012, Maui, HI, USA, October 29, 2012",http://dl.acm.org/citation.cfm?id=2389656
cikm,conf/cikm/2013,2013,ACM,"22nd ACM International Conference on Information and Knowledge Management, CIKM'13, San Francisco, CA, USA, October 27 - November 1, 2013",http://dl.acm.org/citation.cfm?id=2505515
cikm,conf/cikm/2013akbc,2013,ACM,"Proceedings of the 2013 workshop on Automated knowledge base construction, AKBC@CIKM 13, San Francisco, California, USA, October 27-28, 2013",http://doi.acm.org/10.1145/2509558
cikm,conf/cikm/2013clouddb,2013,ACM,"Proceedings of the fifth international workshop on Cloud data management, CloudDB 2013, San Francisco, California, USA, October 28, 2013",http://doi.acm.org/10.1145/2516588
