global_key,conf_key,year,publisher,title,link
cikm,conf/cikm/2013compsci,2013,ACM,"Proceedings of the 2013 workshop on Computational scientometrics: theory & applications, CompSci@CIKM 2013, San Francisco, California, USA, October 28, 2013",http://doi.acm.org/10.1145/2508497
cikm,conf/cikm/2013dare,2013,ACM,"Proceedings of the 2013 International Workshop on Data Management & Analytics for Healthcare, DARE 2013, San Francisco, California, USA, November 1, 2013",http://doi.acm.org/10.1145/2512410
cikm,conf/cikm/2013dtmbio,2013,ACM,"Proceeding of the 7rd International Workshop on Data and Text Mining in Bioinformatics, DTMBIO 2013, San Francisco, CA, USA, November 1, 2013",http://dl.acm.org/citation.cfm?id=2512089
cikm,conf/cikm/2013dubmod,2013,ACM,"Proceedings of the 2013 Workshop on Data-Driven User Behavioral Modelling and Mining from Social Media, DUBMOD@CIKM 2013 San Francisco, CA, USA, October 28, 2013",http://dl.acm.org/citation.cfm?id=2513577
cikm,conf/cikm/2013esair,2013,ACM,"ESAIR'13, Proceedings of the Sixth International Workshop on Exploiting Semantic Annotations in Information Retrieval, co-located with CIKM 2013, San Francisco, CA, USA, October 28, 2013",http://dl.acm.org/citation.cfm?id=2513204
cikm,conf/cikm/2013livinglab,2013,ACM,"Proceedings of the 2013 workshop on Living labs for information retrieval evaluation, LivingLab@CIKM 2013, San Francisco, California, USA, November 1, 2013",http://doi.acm.org/10.1145/2513150
cikm,conf/cikm/2013pikm,2013,ACM,"Proceedings of the Sixth Workshop on Ph.D. Students in Information and Knowledge Management, PIKM@CIKM 2013, San Francisco, CA, USA, November 1, 2013",http://dl.acm.org/citation.cfm?id=2513166
cikm,conf/cikm/2013plead,2013,ACM,"Proceedings of the 2nd workshop on Politics, elections and data, PLEAD@CIKM 2013, San Francisco, California, USA, October 28, 2013",http://doi.acm.org/10.1145/2508436
cikm,conf/cikm/2013ueo,2013,ACM,"Proceedings of the 1st workshop on User engagement optimization, UEO@CIKM 2013, San Francisco, California, USA, November 1, 2013",http://doi.acm.org/10.1145/2512875
cikm,conf/cikm/2013unlp,2013,ACM,"Proceedings of the 2013 international workshop on Mining unstructured big data using natural language processing, UnstructureNLP@CIKM 2013, San Francisco, California, USA, October 28, 2013",http://doi.acm.org/10.1145/2513549
cikm,conf/cikm/2013webkr,2013,ACM,"Proceedings of the 4th international workshop on Web-scale knowledge representation retrieval and reasoning, Web-KR@CIKM 2013, San Francisco, CA, USA, November 1, 2013",http://dl.acm.org/citation.cfm?id=2512405
cikm,conf/cikm/2014,2014,ACM,"Proceedings of the 23rd ACM International Conference on Conference on Information and Knowledge Management, CIKM 2014, Shanghai, China, November 3-7, 2014",http://dl.acm.org/citation.cfm?id=2661829
cikm,conf/cikm/2014dtmbio,2014,ACM,"Proceedings of the ACM 8th International Workshop on Data and Text Mining in Bioinformatics, DTMBIO@CIKM 2014, Shanghai, China, November 7, 2014",http://dl.acm.org/citation.cfm?id=2665970
cikm,conf/cikm/2014dubmod,2014,ACM,"Proceedings of the 3rd Workshop on Data-Driven User Behavioral Modeling and Mining from Social Media, DUBMOD@CIKM 2014, Shanghai, China, November 3, 2014",http://dl.acm.org/citation.cfm?id=2665994
cikm,conf/cikm/2014esair,2014,ACM,"Proceedings of the 7th International Workshop on Exploiting Semantic Annotations in Information Retrieval, ESAIR '14, Shanghai, China, November 7, 2014",http://doi.acm.org/10.1145/2663712
cikm,conf/cikm/2014pikm,2014,ACM,"Proceedings of the 7th Workshop on Ph.D Students, PIKM@CIKM 2014, Shanghai, China, November 3, 2014",http://dl.acm.org/citation.cfm?id=2663714
cikm,conf/cikm/2014psbd,2014,ACM,"Proceedings of the First International Workshop on Privacy and Secuirty of Big Data, PSBD@CIKM 2014, Shanghai, China, November 7, 2014",http://dl.acm.org/citation.cfm?id=2663715
cikm,conf/cikm/2014webkr,2014,ACM,"Proceedings of the 5th International Workshop on Web-scale Knowledge Representation Retrieval & Reasoning, Web-KR@CIKM 2014, Shanghai, China, November 3, 2014",http://dl.acm.org/citation.cfm?id=2663792
cikm,conf/cikm/2015,2015,ACM,"Proceedings of the 24th ACM International Conference on Information and Knowledge Management, CIKM 2015, Melbourne, VIC, Australia, October 19 - 23, 2015",http://dl.acm.org/citation.cfm?id=2806416
cikm,conf/cikm/2015dtmbio,2015,ACM,"Proceedings of the ACM Ninth International Workshop on Data and Text Mining in Biomedical Informatics, DTMBIO 2015, Melbourne, Australia, October 23, 2015",http://doi.acm.org/10.1145/2811163
cikm,conf/cikm/2015ecol,2015,ACM,"Proceedings of the 2015 Workshop on Evaluation on Collaborative Information Retrieval and Seeking, ECol 2015, Melbourne, Australia, October 23, 2015",http://doi.acm.org/10.1145/2812376
cikm,conf/cikm/2015esair,2015,ACM,"Proceedings of the Eighth Workshop on Exploiting Semantic Annotations in Information Retrieval, ESAIR 2015, Melbourne, Australia, October 23, 2015",http://doi.acm.org/10.1145/2810133
cikm,conf/cikm/2015lsdsir,2015,ACM,"Proceedings of the 2015 Workshop on Large-Scale and Distributed System for Information Retrieval, LSDS-IR 2015, Melbourne, Australia, October 23, 2015",http://doi.acm.org/10.1145/2809948
cikm,conf/cikm/2015nwsearch,2015,ACM,"Proceedings of the First International Workshop on Novel Web Search Interfaces and Systems, NWSearch 2015, Melbourne, Australia, October 23, 2015",http://doi.acm.org/10.1145/2810355
cikm,conf/cikm/2015pikm,2015,ACM,"Proceedings of the 8th Workshop on Ph.D. Workshop in Information and Knowledge Management, PIKM 2015, Melbourne, Australia, October 19, 2015",http://doi.acm.org/10.1145/2809890
cikm,conf/cikm/2015tm,2015,ACM,"Proceedings of the 2015 Workshop on Topic Models: Post-Processing and Applications, TM 2015, Melbourne, Australia, October 19, 2015",http://doi.acm.org/10.1145/2809936
cikm,conf/cikm/2015ucui,2015,ACM,"Proceedings of the ACM First International Workshop on Understanding the City with Urban Informatics, UCUI 2015, Melbourne, Australia, October 19, 2015",http://doi.acm.org/10.1145/2811271
cikm,conf/cikm/2016,2016,ACM,"Proceedings of the 25th ACM International on Conference on Information and Knowledge Management, CIKM 2016, Indianapolis, IN, USA, October 24-28, 2016",http://doi.acm.org/10.1145/2983323
cikm,conf/cikm/2016dsmm,2016,ACM,"Proceedings of the Second International Workshop on Data Science for Macro-Modeling, DSMM@SIGMOD 2016, San Francisco, CA, USA, June 26 - July 1, 2016",http://doi.acm.org/10.1145/2951894
aaai,conf/aaai/2000,2000,AAAI Press / The MIT Press,"Proceedings of the Seventeenth National Conference on Artificial Intelligence and Twelfth Conference on on Innovative Applications of Artificial Intelligence, July 30 - August 3, 2000, Austin, Texas, USA.",http://www.aaai.org/Conferences/AAAI/aaai00.php
aaai,conf/aaai/2002,2002,AAAI Press / The MIT Press,"Proceedings of the Eighteenth National Conference on Artificial Intelligence and Fourteenth Conference on Innovative Applications of Artificial Intelligence, July 28 - August 1, 2002, Edmonton, Alberta, Canada.",http://www.aaai.org/Conferences/AAAI/aaai02.php
aaai,conf/aaai/2004,2004,AAAI Press / The MIT Press,"Proceedings of the Nineteenth National Conference on Artificial Intelligence, Sixteenth Conference on Innovative Applications of Artificial Intelligence, July 25-29, 2004, San Jose, California, USA",\N
aaai,conf/aaai/2005,2005,AAAI Press / The MIT Press,"Proceedings, The Twentieth National Conference on Artificial Intelligence and the Seventeenth Innovative Applications of Artificial Intelligence Conference, July 9-13, 2005, Pittsburgh, Pennsylvania, USA",\N
aaai,conf/aaai/2006,2006,AAAI Press,"Proceedings, The Twenty-First National Conference on Artificial Intelligence and the Eighteenth Innovative Applications of Artificial Intelligence Conference, July 16-20, 2006, Boston, Massachusetts, USA",\N
aaai,conf/aaai/2007,2007,AAAI Press,"Proceedings of the Twenty-Second AAAI Conference on Artificial Intelligence, July 22-26, 2007, Vancouver, British Columbia, Canada",\N
aaai,conf/aaai/2008,2008,AAAI Press,"Proceedings of the Twenty-Third AAAI Conference on Artificial Intelligence, AAAI 2008, Chicago, Illinois, USA, July 13-17, 2008",\N
aaai,conf/aaai/2010,2010,AAAI Press,"Proceedings of the Twenty-Fourth AAAI Conference on Artificial Intelligence, AAAI 2010, Atlanta, Georgia, USA, July 11-15, 2010",\N
aaai,conf/aaai/2010abstr,2010,AAAI,"Abstraction, Reformulation, and Approximation, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 12, 2010",http://www.aaai.org/Library/Workshops/ws10-08.php
aaai,conf/aaai/2010coll,2010,AAAI,"Collaboratively-Built Knowledge Sources and Artificial Intelligence, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 11, 2010",http://www.aaai.org/Library/Workshops/ws10-02.php
aaai,conf/aaai/2010game,2010,AAAI,"Interactive Decision Theory and Game Theory, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 12, 2010",http://www.aaai.org/Library/Workshops/ws10-03.php
aaai,conf/aaai/2010meta,2010,AAAI,"Metacognition for Robust Social Systems, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 11, 2010",http://www.aaai.org/Library/Workshops/ws10-04.php
aaai,conf/aaai/2010middle,2010,AAAI,"Enabling Intelligence through Middleware, Papers from the 2010 AAAI Robot Workshop, Atlanta, Georgia, USA, July 12, 2010",http://www.aaai.org/Library/Workshops/ws10-09.php
aaai,conf/aaai/2010plan,2010,AAAI,"Bridging the Gap Between Task and Motion Planning, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 11, 2010",http://www.aaai.org/Library/Workshops/ws10-01.php
aaai,conf/aaai/2010recog,2010,AAAI,"Plan, Activity, and Intent Recognition, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 12, 2010",http://www.aaai.org/Library/Workshops/ws10-05.php
aaai,conf/aaai/2010stat,2010,AAAI,"Statistical Relational Artificial Intelligence, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 12, 2010",http://www.aaai.org/Library/Workshops/ws10-06.php
aaai,conf/aaai/2010visual,2010,AAAI,"Visual Representations and Reasoning, Papers from the 2010 AAAI Workshop, Atlanta, Georgia, USA, July 11, 2010",http://www.aaai.org/Library/Workshops/ws10-07.php
aaai,conf/aaai/2011,2011,AAAI Press,"Proceedings of the Twenty-Fifth AAAI Conference on Artificial Intelligence, AAAI 2011, San Francisco, California, USA, August 7-11, 2011",\N
aaai,conf/aaai/2011aap,2011,AAAI,"Automated Action Planning for Autonomous Mobile Robots, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7, 2011",http://www.aaai.org/Library/Workshops/ws11-09.php
aaai,conf/aaai/2011aarrm,2011,AAAI,"Applied Adversarial Reasoning and Risk Modeling, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7, 2011",http://www.aaai.org/Library/Workshops/ws11-06.php
aaai,conf/aaai/2011acr,2011,AAAI,"Activity Context Representation: Techniques and Languages, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7-8, 2011",http://www.aaai.org/Library/Workshops/ws11-04.php
aaai,conf/aaai/2011agents,2011,AAAI,"Language-Action Tools for Cognitive Artificial Agents, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7-8, 2011",http://www.aaai.org/Library/Workshops/ws11-14.php
aaai,conf/aaai/2011aisl,2011,AAAI,"Artificial Intelligence and Smarter Living: The Conquest of Complexity, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 8, 2011",http://www.aaai.org/Library/Workshops/ws11-07.php
aaai,conf/aaai/2011am,2011,AAAI,"Analyzing Microtext, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 8, 2011",http://www.aaai.org/Library/Workshops/ws11-05.php
aaai,conf/aaai/2011care,2011,AAAI,"Human-Robot Interaction in Elder Care, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 8, 2011",http://www.aaai.org/Library/Workshops/ws11-12.php
aaai,conf/aaai/2011cloud,2011,AAAI,"AI for Data Center Management and Cloud Computing, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7, 2011",http://www.aaai.org/Library/Workshops/ws11-08.php
aaai,conf/aaai/2011cmna,2011,AAAI,"Computational Models of Natural Argument, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7, 2011",http://www.aaai.org/Library/Workshops/ws11-10.php
aaai,conf/aaai/2011game,2011,AAAI,"Interactive Decision Theory and Game Theory, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 8, 2011",http://www.aaai.org/Library/Workshops/ws11-13.php
aaai,conf/aaai/2011hc,2011,AAAI,"Human Computation, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 8, 2011",http://www.aaai.org/Library/Workshops/ws11-11.php
aaai,conf/aaai/2011learning,2011,AAAI,"Lifelong Learning, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 7, 2011",http://www.aaai.org/Library/Workshops/ws11-15.php
aaai,conf/aaai/2011plan,2011,AAAI,"Plan, Activity, and Intent Recognition, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 07, 2011",http://www.aaai.org/Library/Workshops/ws11-16.php
aaai,conf/aaai/2011visual,2011,AAAI,"Scalable Integration of Analytics and Visualization, Papers from the 2011 AAAI Workshop, San Francisco, California, USA, August 07, 2011",http://www.aaai.org/Library/Workshops/ws11-17.php
aaai,conf/aaai/2012,2012,AAAI Press,"Proceedings of the Twenty-Sixth AAAI Conference on Artificial Intelligence, July 22-26, 2012, Toronto, Ontario, Canada.",\N
aaai,conf/aaai/2013,2013,AAAI Press,"Proceedings of the Twenty-Seventh AAAI Conference on Artificial Intelligence, July 14-18, 2013, Bellevue, Washington, USA.",http://www.aaai.org/Library/AAAI/aaai13contents.php
aaai,conf/aaai/2013late,2013,AAAI,"Late-Breaking Developments in the Field of Artificial Intelligence, Bellevue, Washington, USA, July 14-18, 2013",http://www.aaai.org/Library/Workshops/ws13-17.php
aaai,conf/aaai/2013learning,2013,AAAI,"Learning Rich Representations from Low-Level Sensors, Papers from the 2013 AAAI Workshop, Bellevue, Washington, USA, July 15, 2013",http://www.aaai.org/Library/Workshops/ws13-12.php
aaai,conf/aaai/2013plan,2013,AAAI,"Plan, Activity, and Intent Recognition, Papers from the 2013 AAAI Workshop, Bellevue, Washington, USA, July 15, 2013",http://www.aaai.org/Library/Workshops/ws13-13.php
aaai,conf/aaai/2013space,2013,AAAI,"Space, Time, and Ambient Intelligence, Papers from the 2013 AAAI Workshop, Bellevue, Washington, USA, July 14, 2013",http://www.aaai.org/Library/Workshops/ws13-14.php
aaai,conf/aaai/2013stat,2013,AAAI,"Statistical Relational Artificial Intelligence, Papers from the 2013 AAAI Workshop, Bellevue, Washington, USA, July 15, 2013",http://www.aaai.org/Library/Workshops/ws13-16.php
aaai,conf/aaai/2013trading,2013,AAAI,"Trading Agent Design and Analysis, Papers from the 2013 AAAI Workshop, Bellevue, Washington, USA, July 15, 2013",http://www.aaai.org/Library/Workshops/ws13-15.php
aaai,conf/aaai/2014,2014,AAAI Press,"Proceedings of the Twenty-Eighth AAAI Conference on Artificial Intelligence, July 27 -31, 2014, Québec City, Québec, Canada.",http://www.aaai.org/Library/AAAI/aaai14contents.php
aaai,conf/aaai/2014maiha,2014,AAAI,"Modern Artificial Intelligence for Health Analytics, Papers from the 2014 AAAI Workshop, Québec City, Québec, Canada, July 27, 2014",http://www.aaai.org/Library/Workshops/ws14-08.php
aaai,conf/aaai/2014mpref,2014,AAAI Press,"Multidisciplinary Workshop on Advances in Preference Handling, Papers from the 2014 AAAI Workshop, MPREF@AAAI, July 28, 2014, Quebec City, Canada",http://www.aaai.org/Library/Workshops/ws14-10.php
aaai,conf/aaai/2014stat,2014,AAAI,"Statistical Relational Artificial Intelligence, Papers from the 2014 AAAI Workshop, Québec City, Québec, Canada, July 27, 2014",http://www.aaai.org/Library/Workshops/ws14-13.php
aaai,conf/aaai/2015,2015,AAAI Press,"Proceedings of the Twenty-Ninth AAAI Conference on Artificial Intelligence, January 25-30, 2015, Austin, Texas, USA.",http://www.aaai.org/Library/AAAI/aaai15contents.php
aaai,conf/aaai/2015aconfig,2015,AAAI Press,"Algorithm Configuration, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 26, 2015.",http://www.aaai.org/Library/Workshops/ws15-01.php
aaai,conf/aaai/2015assistive,2015,AAAI Press,"Artificial Intelligence Applied to Assistive Technologies and Smart Environments, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.",http://www.aaai.org/Library/Workshops/ws15-03.php
aaai,conf/aaai/2015cities,2015,AAAI Press,"Artificial Intelligence for Cities, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.",http://www.aaai.org/Library/Workshops/ws15-04.php
aaai,conf/aaai/2015ethics,2015,AAAI Press,"Artificial Intelligence and Ethics, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.",http://www.aaai.org/Library/Workshops/ws15-02.php
aaai,conf/aaai/2015games,2015,AAAI Press,"Learning for General Competency in Video Games, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 26, 2015.",http://www.aaai.org/Library/Workshops/ws15-10.php
aaai,conf/aaai/2015poker,2015,AAAI Press,"Computer Poker and Imperfect Information, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 26, 2015.",http://www.aaai.org/Library/Workshops/ws15-07.php
aaai,conf/aaai/2015robot,2015,AAAI Press,"Knowledge, Skill, and Behavior Transfer in Autonomous Robots, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.",http://www.aaai.org/Library/Workshops/ws15-09.php
aaai,conf/aaai/2015sbd,2015,AAAI Press,"Scholarly Big Data: AI Perspectives, Challenges, and Ideas, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January, 2015.",http://www.aaai.org/Library/Workshops/ws15-13.php
aaai,conf/aaai/2015sustainability,2015,AAAI Press,"Computational Sustainability, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 26, 2015.",http://www.aaai.org/Library/Workshops/ws15-06.php
aaai,conf/aaai/2015transportation,2015,AAAI Press,"Artificial Intelligence for Transportation: Advice, Interactivity, and Actor Modeling, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 26, 2015.",http://www.aaai.org/Library/Workshops/ws15-05.php
aaai,conf/aaai/2015trust,2015,AAAI Press,"Incentive and Trust in E-Communities, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January 25, 2015.",http://www.aaai.org/Library/Workshops/ws15-08.php
aaai,conf/aaai/2015w3phi,2015,AAAI Press,"World Wide Web and Public Health Intelligence, Papers from the 2015 AAAI Workshop, Austin, Texas, USA, January, 2015.",http://www.aaai.org/Library/Workshops/ws15-15.php
aaai,conf/aaai/2016,2016,AAAI Press,"Proceedings of the Thirtieth AAAI Conference on Artificial Intelligence, February 12-17, 2016, Phoenix, Arizona, USA.",http://www.aaai.org/Library/AAAI/aaai16contents.php
aaai,conf/aaai/2016assistive,2016,AAAI Press,"Artificial Intelligence Applied to Assistive Technologies and Smart Environments, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016 ",http://www.aaai.org/Library/Workshops/ws16-01.php
aaai,conf/aaai/2016cognitive,2016,AAAI Press,"Symbiotic Cognitive Systems, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-14.php
aaai,conf/aaai/2016data,2016,AAAI Press,"Scholarly Big Data: AI Perspectives, Challenges, and Ideas, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-13.php
aaai,conf/aaai/2016ethics,2016,AAAI Press,"AI, Ethics, and Society, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-02.php
aaai,conf/aaai/2016grid,2016,AAAI Press,"AI for Smart Grids and Smart Buildings, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-04.php
aaai,conf/aaai/2016health,2016,AAAI Press,"Expanding the Boundaries of Health Informatics Using AI, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-08.php
aaai,conf/aaai/2016hybrid,2016,AAAI Press,"Planning for Hybrid Systems, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-12.php
aaai,conf/aaai/2016learning,2016,AAAI Press,"Declarative Learning Based Programming, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-07.php
aaai,conf/aaai/2016ma,2016,AAAI Press,"Multiagent Interaction without Prior Coordination, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-11.php
aaai,conf/aaai/2016np,2016,AAAI Press,"Beyond NP, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-05.php
aaai,conf/aaai/2016poker,2016,AAAI Press,"Computer Poker and Imperfect Information Games, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 13, 2016.",http://www.aaai.org/Library/Workshops/ws16-06.php
aaai,conf/aaai/2016security,2016,AAAI Press,"Artificial Intelligence for Cyber Security, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-03.php
aaai,conf/aaai/2016text,2016,AAAI Press,"Knowledge Extraction from Text, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-10.php
aaai,conf/aaai/2016trust,2016,AAAI Press,"Incentives and Trust in Electronic Communities, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-09.php
aaai,conf/aaai/2016wwwhi,2016,AAAI Press,"World Wide Web and Population Health Intelligence, Papers from the 2016 AAAI Workshop, Phoenix, Arizona, USA, February 12, 2016.",http://www.aaai.org/Library/Workshops/ws16-15.php
aaai,conf/aaai/BowmanTB00,2000,\N,A Methodology for Modeling and Representing Expert Knowledge that Supports Teaching-Based Intelligent Agent Development.,http://www.aaai.org/Library/AAAI/2000/aaai00-148.php
aaai,conf/aaai/Johnson00,2000,\N,Belief Revision in a Deductively Open Belief Space.,http://www.aaai.org/Library/AAAI/2000/aaai00-187.php
mobicom,conf/mobicom/2000,2000,ACM,"MOBICOM 2000, Proceedings of the sixth annual international conference on Mobile computing and networking, Boston, MA, USA, August 6-11, 2000.",http://dl.acm.org/citation.cfm?id=345910
mobicom,conf/mobicom/2001,2001,ACM,"MOBICOM 2001, Proceedings of the seventh annual international conference on Mobile computing and networking, Rome, Italy, July 16-21, 2001.",http://dl.acm.org/citation.cfm?id=381677
mobicom,conf/mobicom/2002,2002,ACM,"Proceedings of the Eighth Annual International Conference on Mobile Computing and Networking, MOBICOM 2002, Atlanta, Georgia, USA, September 23-28, 2002",\N
mobicom,conf/mobicom/2002wsna,2002,ACM,"Proceedings of the First ACM International Workshop on Wireless Sensor Networks and Applications, WSNA 2002, Atlanta, Georgia, USA, September 28, 2002",\N
mobicom,conf/mobicom/2003,2003,ACM,"Proceedings of the Ninth Annual International Conference on Mobile Computing and Networking, MOBICOM 2003, 2003, San Diego, CA, USA, September 14-19, 2003",\N
mobicom,conf/mobicom/2004,2004,ACM,"Proceedings of the 10th Annual International Conference on Mobile Computing and Networking, MOBICOM 2004, 2004, Philadelphia, PA, USA, September 26 - October 1, 2004",\N
mobicom,conf/mobicom/2004vanet,2004,ACM,"Proceedings of the First International Workshop on Vehicular Ad Hoc Networks, 2004, Philadelphia, PA, USA, October 1, 2004",\N
mobicom,conf/mobicom/2004wac,2004,ACM,"Proceedings of the Second International Workshop on Mobility Management & Wireless Access Protocols, 2004, Philadelphia, PA, USA, October 1, 2004",\N
mobicom,conf/mobicom/2005,2005,ACM,"Proceedings of the 11th Annual International Conference on Mobile Computing and Networking, MOBICOM 2005, Cologne, Germany, August 28 - September 2, 2005",\N
mobicom,conf/mobicom/2005vanet,2005,ACM,"Proceedings of the Second International Workshop on Vehicular Ad Hoc Networks, VANET 2005, Cologne, Germany, September 2, 2005",\N
mobicom,conf/mobicom/2006,2006,ACM,"Proceedings of the 12th Annual International Conference on Mobile Computing and Networking, MOBICOM 2006, Los Angeles, CA, USA, September 23-29, 2006",\N
mobicom,conf/mobicom/2006vanet,2006,ACM,"Proceedings of the Third International Workshop on Vehicular Ad Hoc Networks, VANET 2006, Los Angeles, CA, USA, September 29, 2007",\N
mobicom,conf/mobicom/2006wintech,2006,ACM,"Proceedings of the First ACM Workshop on Wireless Network Testbeds, Experimental Evaluation and Characterization, WINTECH 2006, Los Angeles, California, USA, September 29, 2006",\N
mobicom,conf/mobicom/2006wuwnet,2006,ACM,"Proceedings of the First Workshop on Underwater Networks, WUWNET 2006, Los Angeles, CA, USA, September 25, 2007",\N
mobicom,conf/mobicom/2007,2007,ACM,"Proceedings of the 13th Annual International Conference on Mobile Computing and Networking, MOBICOM 2007, Montréal, Québec, Canada, September 9-14, 2007",\N
mobicom,conf/mobicom/2007chants,2007,ACM,"Proceedings of the Second Workshop on Challenged Networks, CHANTS 2007, Montréal, Québec, Canada, September 14, 2007",\N
mobicom,conf/mobicom/2007sanet,2007,ACM,"Proceedings of the First ACM Workshop on Sensor and Actor Networks, SANET 2007, Montréal, Québec, Canada, September 10, 2007",\N
mobicom,conf/mobicom/2007vanet,2007,ACM,"Proceedings of the Fourth International Workshop on Vehicular Ad Hoc Networks, VANET 2007, Montréal, Québec, Canada, September 10, 2007",\N
mobicom,conf/mobicom/2007wintech,2007,ACM,"Proceedings of the Second ACM Workshop on Wireless Network Testbeds, Experimental Evaluation and Characterization, WINTECH 2007, Montréal, Québec, Canada, September 10, 2007",\N
mobicom,conf/mobicom/2007wuwnet,2007,ACM,"Proceedings of the Second Workshop on Underwater Networks, WUWNET 2007, Montréal, Québec, Canada, September 14, 2007",\N
mobicom,conf/mobicom/2008,2008,ACM,"Proceedings of the 14th Annual International Conference on Mobile Computing and Networking, MOBICOM 2008, San Francisco, California, USA, September 14-19, 2008",\N
mobicom,conf/mobicom/2008chants,2008,ACM,"Proceedings of the Third Workshop on Challenged Networks, CHANTS 2008, San Francisco, California, USA, September 15, 2008",\N
mobicom,conf/mobicom/2008melt,2008,ACM,"Proceedings of the ACM International Workshop on Mobile Entity Localization and Tracking in GPS-less Environments, MELT 2008, San Francisco, California, USA, September 19, 2008",\N
mobicom,conf/mobicom/2008vanet,2008,ACM,"Proceedings of the Fifth International Workshop on Vehicular Ad Hoc Networks, VANET 2008, San Francisco, California, USA, September 15, 2008",\N
mobicom,conf/mobicom/2008winsdr,2008,ACM,"Proceedings of the 2008 ACM Workshop on Wireless Networks and Systems for Developing Regions, San Francisco, California, USA, September 19, 2007",\N
mobicom,conf/mobicom/2008wintech,2008,ACM,"Proceedings of the Third ACM Workshop on Wireless Network Testbeds, Experimental Evaluation and Characterization, WINTECH 2008, San Francisco, California, USA, September 19, 2008",\N
mobicom,conf/mobicom/2008wuwnet,2008,ACM,"Proceedings of the Third Workshop on Underwater Networks, WUWNET 2008, San Francisco, California, USA, September 15, 2007",\N
mobicom,conf/mobicom/2009,2009,ACM,"Proceedings of the 15th Annual International Conference on Mobile Computing and Networking, MOBICOM 2009, Beijing, China, September 20-25, 2009",\N
mobicom,conf/mobicom/2009chants,2009,ACM,"Proceedings of the 4th ACM workshop on Challenged networks, CHANTS@MOBICOM 2009, Beijing, China, September 20-25, 2009",http://doi.acm.org/10.1145/1614222
